application_type,expected_users_per_day,concurrent_users,storage_required_gb,deployment_region,required_vcpu,required_ram_gb,cloud_provider_reference,reference_vm_type,price_per_hour,traffic_pattern,monthly_cost
Banking,303,303,1207,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Streaming,383143,6452,3687,europe-west,16,32,AWS,c5.2xlarge,0.34,Medium,244.8
Streaming,4748,512,590,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
Portfolio,34390,1197,4,asia-south,2,4,GCP,e2-medium,0.033,Low,23.76
ERP,541,31,3716,europe-west,2,4,Azure,B2s,0.05,Low,36.0
E-Commerce,1120,20,67,asia-south,2,4,GCP,e2-medium,0.033,High,23.76
Streaming,7312,55,1417,asia-south,4,8,AWS,m5.xlarge,0.192,Low,138.24
Social Media,39370,4017,40,europe-west,8,16,GCP,n2-standard-8,0.388,Low,279.36
ERP,1984,129,4,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
Social Media,202751,9676,28,us-east,16,32,AWS,c5.2xlarge,0.34,High,244.8
Social Media,90222,205,4758,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Healthcare,14969,1478,3,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
Streaming,7268,1022,177,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
News Portal,25480,1977,809,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
CRM,61260,865,13,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
Portfolio,575,43,52,us-east,2,4,AWS,t3.medium,0.0416,High,29.95
Banking,157853,303,1608,asia-south,16,32,Azure,F4s_v2,0.169,High,121.68
Portfolio,9204,1414,26,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
Social Media,301490,1215,113,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
Social Media,353107,15804,2001,us-east,16,32,GCP,n2-standard-8,0.388,High,279.36
Social Media,254,37,143,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Social Media,4050,161,120,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Healthcare,12277,8802,36,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Blog,13631,8466,499,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
E-Commerce,124587,16812,3878,asia-south,8,16,Azure,F4s_v2,0.169,Low,121.68
Healthcare,603,27,21,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
Portfolio,26073,220,35,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Streaming,319094,38,14,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
CRM,487222,18078,23,europe-west,16,32,GCP,n2-standard-8,0.388,High,279.36
Blog,216,216,6,asia-south,1,2,Azure,B2s,0.05,Medium,36.0
Portfolio,403418,650,13,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
ERP,520,8,4058,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
News Portal,13352,1183,2723,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
E-Commerce,1375,96,689,us-east,2,4,Azure,B2s,0.05,Medium,36.0
Healthcare,22988,2516,80,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
Blog,267,5,2737,us-east,1,2,GCP,e2-small,0.017,Low,12.24
Healthcare,1291,1291,41,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,2101,113,13,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
CRM,258350,58,1400,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
CRM,19238,922,3,europe-west,2,4,Azure,B2s,0.05,Low,36.0
Healthcare,50990,2021,548,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
Healthcare,39636,5936,5,us-east,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Portfolio,4305,495,177,asia-south,2,4,Azure,B2s,0.05,Low,36.0
Banking,223,8,759,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
News Portal,462,33,60,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
News Portal,7245,462,6,us-east,2,4,Azure,B2s,0.05,Low,36.0
CRM,315859,7797,66,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
Blog,1401,143,87,us-east,2,4,Azure,B2s,0.05,Medium,36.0
News Portal,47193,11243,197,us-east,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Social Media,128752,1487,13,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Streaming,241119,9420,41,europe-west,16,32,Azure,F4s_v2,0.169,High,121.68
Blog,1987,133,53,us-east,2,4,Azure,B2s,0.05,Medium,36.0
News Portal,292062,13194,9,europe-west,16,32,AWS,c5.2xlarge,0.34,High,244.8
Banking,23276,473,130,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Healthcare,10680,1135,15,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
E-Commerce,88300,1280,3598,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
News Portal,1295,124,395,asia-south,4,8,GCP,n2-standard-4,0.194,High,139.68
ERP,115380,3021,158,europe-west,8,16,Azure,F4s_v2,0.169,Low,121.68
News Portal,32327,2860,318,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
News Portal,104047,151,6,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
Healthcare,161705,1271,11,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
Blog,25046,577,16,europe-west,2,4,Azure,B2s,0.05,Low,36.0
Streaming,267,23,72,asia-south,2,4,Azure,B2s,0.05,Low,36.0
CRM,2055,219,3800,asia-south,2,4,Azure,B2s,0.05,Low,36.0
Social Media,192526,17687,173,asia-south,8,16,Azure,F4s_v2,0.169,Low,121.68
ERP,27002,1664,521,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
Healthcare,211538,7,30,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Social Media,4052,168,138,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
News Portal,10377,136,4,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Portfolio,170635,15439,81,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
Banking,77690,4623,6,asia-south,16,32,GCP,n2-standard-8,0.388,High,279.36
News Portal,3835,13,658,asia-south,2,4,Azure,B2s,0.05,Low,36.0
Social Media,239,239,6,asia-south,4,8,GCP,n2-standard-4,0.194,High,139.68
News Portal,196052,7627,19,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
CRM,93977,3271,3311,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Blog,6718,26,3036,us-east,2,4,AWS,t3.medium,0.0416,Low,29.95
Portfolio,14359,561,271,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
News Portal,989,125,527,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Banking,5027,181,3346,europe-west,8,16,Azure,F4s_v2,0.169,High,121.68
Portfolio,717,717,3354,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Streaming,1039,214,3,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Streaming,150294,15848,2,asia-south,16,32,Azure,F4s_v2,0.169,High,121.68
E-Commerce,3409,91,1167,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Blog,117331,17599,8,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
Blog,8153,526,154,asia-south,2,4,Azure,B2s,0.05,Low,36.0
Banking,348,35,2866,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
News Portal,3384,246,3,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
Healthcare,690,690,4,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
CRM,45474,2347,22,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
CRM,249973,123,7,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Healthcare,78328,4054,3,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
CRM,88331,6687,10,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
ERP,169668,9087,75,europe-west,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Portfolio,87114,15091,4506,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
News Portal,17100,1405,5,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
Blog,53468,4097,2796,europe-west,4,8,AWS,m5.xlarge,0.192,Low,138.24
CRM,5181,165,151,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Banking,348,13,4923,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Social Media,49951,23,397,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
News Portal,56649,2070,369,us-east,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
News Portal,1151,95,10,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Blog,348711,1204,52,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Banking,302,47,13,asia-south,1,2,AWS,t3.small,0.0208,Low,14.98
News Portal,63354,179,21,europe-west,4,8,AWS,m5.xlarge,0.192,Low,138.24
Social Media,390716,20123,80,europe-west,16,32,GCP,n2-standard-8,0.388,Low,279.36
Banking,2246,115,85,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Healthcare,252077,2521,297,us-east,8,16,Azure,F4s_v2,0.169,Low,121.68
Blog,128591,215,100,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
Portfolio,67526,4102,274,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
CRM,348302,77698,22,asia-south,16,32,AWS,c5.2xlarge,0.34,High,244.8
Blog,33379,2274,828,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Healthcare,9607,1769,7,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Banking,39532,7547,577,europe-west,16,32,AWS,c5.2xlarge,0.34,High,244.8
ERP,5016,286,36,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Healthcare,2541,164,46,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
Portfolio,381,16,858,us-east,1,2,Azure,B2s,0.05,Medium,36.0
Portfolio,3850,122,16,us-east,1,2,GCP,e2-small,0.017,Low,12.24
ERP,107211,6824,566,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Social Media,326260,16494,37,europe-west,8,16,Azure,F4s_v2,0.169,Low,121.68
Streaming,411658,7261,220,europe-west,16,32,AWS,c5.2xlarge,0.34,Medium,244.8
E-Commerce,1006,65,2663,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
ERP,17487,6,3372,asia-south,4,8,GCP,n2-standard-4,0.194,High,139.68
Social Media,18088,1256,347,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
Blog,793,78,17,asia-south,1,2,AWS,t3.small,0.0208,Medium,14.98
Blog,18939,1059,67,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Portfolio,3417,726,7,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
CRM,318618,21722,234,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Healthcare,1473,97,62,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
CRM,137461,17107,103,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
E-Commerce,223096,467,810,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
ERP,63311,11510,1225,europe-west,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Healthcare,1073,14,5,us-east,1,2,AWS,t3.small,0.0208,Medium,14.98
Streaming,1534,352,373,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Portfolio,398869,14026,62,us-east,4,8,GCP,n2-standard-4,0.194,Low,139.68
Banking,362,15,84,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
Blog,500,26,311,us-east,1,2,GCP,e2-small,0.017,Low,12.24
ERP,422816,14927,3596,asia-south,16,32,Azure,F4s_v2,0.169,Medium,121.68
Healthcare,87271,8854,4582,europe-west,16,32,GCP,n2-standard-8,0.388,High,279.36
Streaming,68738,9190,38,asia-south,8,16,Azure,F4s_v2,0.169,Low,121.68
Streaming,700,28,773,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Social Media,9171,2582,2,us-east,4,8,GCP,n2-standard-4,0.194,Low,139.68
Banking,143844,27137,288,us-east,16,32,Azure,F4s_v2,0.169,Medium,121.68
News Portal,2621,2621,105,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
E-Commerce,904,38,775,us-east,1,2,GCP,e2-small,0.017,Low,12.24
Blog,218,28,180,europe-west,1,2,GCP,e2-small,0.017,Low,12.24
Social Media,26085,196,189,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
Banking,1992,31,826,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Healthcare,172083,330,2,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Blog,1838,64,692,us-east,4,8,Azure,D4s_v3,0.192,High,138.24
Portfolio,655,655,181,us-east,1,2,AWS,t3.small,0.0208,Low,14.98
Streaming,366921,16952,7,us-east,16,32,GCP,n2-standard-8,0.388,Medium,279.36
Social Media,379563,18463,13,asia-south,8,16,GCP,n2-standard-8,0.388,Low,279.36
Streaming,42530,10307,18,europe-west,16,32,GCP,n2-standard-8,0.388,High,279.36
News Portal,285515,22898,1849,asia-south,16,32,Azure,F4s_v2,0.169,Medium,121.68
News Portal,709,90,1667,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
Blog,7332,7332,2293,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
E-Commerce,988,156,950,asia-south,2,4,Azure,B2s,0.05,Low,36.0
News Portal,8470,396,2016,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
E-Commerce,97590,6804,3913,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
Healthcare,148609,13189,954,us-east,8,16,Azure,F4s_v2,0.169,Low,121.68
News Portal,207,207,146,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Healthcare,4212,377,795,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
E-Commerce,477327,22337,43,europe-west,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Blog,20113,2181,224,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
CRM,2030,2030,1668,europe-west,8,16,Azure,F4s_v2,0.169,High,121.68
Portfolio,4196,958,7,us-east,2,4,Azure,B2s,0.05,Medium,36.0
News Portal,2495,37,9,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Banking,6637,3739,1719,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Portfolio,6477,6477,29,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
News Portal,10552,399,7,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Healthcare,7575,571,3,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
ERP,11344,1829,52,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
ERP,249,30,153,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Blog,306,16,41,us-east,1,2,AWS,t3.small,0.0208,Low,14.98
Banking,3649,28,226,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Healthcare,203240,21521,526,asia-south,16,32,GCP,n2-standard-8,0.388,High,279.36
CRM,97326,4385,10,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
ERP,474,474,6,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Blog,9604,321,474,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,22666,3485,284,europe-west,16,32,AWS,c5.2xlarge,0.34,High,244.8
Healthcare,8631,13,804,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
E-Commerce,46916,128,6,europe-west,2,4,Azure,B2s,0.05,Low,36.0
ERP,489407,55561,17,europe-west,8,16,GCP,n2-standard-8,0.388,Low,279.36
E-Commerce,425,20,1805,us-east,1,2,Azure,B2s,0.05,Low,36.0
Banking,11292,541,9,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
E-Commerce,11016,653,4,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
ERP,16291,1616,8,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Healthcare,739,40,151,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
Blog,29521,3520,12,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Blog,283,10,1522,us-east,2,4,Azure,B2s,0.05,High,36.0
Streaming,65966,16324,117,us-east,16,32,Azure,F4s_v2,0.169,Medium,121.68
Healthcare,35843,499,41,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Blog,2653,245,36,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
Healthcare,458729,17503,15,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Healthcare,130969,6950,2906,asia-south,8,16,GCP,n2-standard-8,0.388,Low,279.36
CRM,13625,128,341,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Banking,464221,31396,1906,us-east,16,32,AWS,c5.2xlarge,0.34,Medium,244.8
ERP,132321,17348,3834,us-east,16,32,GCP,n2-standard-8,0.388,High,279.36
News Portal,589,277,753,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
News Portal,20390,422,241,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Blog,18826,113,3556,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Streaming,33090,68,1542,us-east,4,8,GCP,n2-standard-4,0.194,Low,139.68
CRM,314532,51,84,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
Streaming,9396,6,109,us-east,2,4,Azure,B2s,0.05,Low,36.0
E-Commerce,366,44,378,europe-west,1,2,AWS,t3.small,0.0208,Low,14.98
CRM,8507,435,631,us-east,4,8,GCP,n2-standard-4,0.194,Low,139.68
E-Commerce,95040,460,9,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
Banking,3308,2961,21,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
Streaming,247,247,1497,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Blog,2145,209,2743,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
Streaming,41585,1457,422,europe-west,16,32,GCP,n2-standard-8,0.388,High,279.36
Banking,392,40,168,us-east,2,4,GCP,e2-medium,0.033,Low,23.76
News Portal,3789,1159,5,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Healthcare,567,49,710,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Social Media,8283,622,142,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
E-Commerce,605,62,1149,us-east,4,8,Azure,D4s_v3,0.192,High,138.24
Healthcare,469,469,11,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
E-Commerce,47001,2616,260,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
Banking,689,97,12,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
News Portal,671,671,8,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Streaming,20624,906,76,europe-west,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Portfolio,281,10,159,us-east,1,2,Azure,B2s,0.05,Medium,36.0
Healthcare,259,13,2483,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Blog,5849,482,2491,europe-west,2,4,AWS,t3.medium,0.0416,Low,29.95
Social Media,3480,3480,623,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
Banking,14178,1521,18,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
Blog,475150,52490,1186,us-east,16,32,Azure,F4s_v2,0.169,Medium,121.68
Blog,6000,250,3,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Streaming,18132,798,126,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
Blog,265806,13,116,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
News Portal,8767,1066,547,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Banking,90205,7319,11,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
Healthcare,14632,1075,1948,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
Healthcare,29256,85,6,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Social Media,294861,54056,5,europe-west,16,32,Azure,F4s_v2,0.169,Medium,121.68
ERP,201,201,49,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
Healthcare,230340,25,425,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Blog,9821,4700,84,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Social Media,23056,483,4,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Banking,6766,462,95,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Blog,1540,251,11,us-east,4,8,Azure,D4s_v3,0.192,High,138.24
Social Media,335,19,4936,europe-west,2,4,AWS,t3.medium,0.0416,Low,29.95
E-Commerce,325470,51087,341,us-east,8,16,AWS,c5.2xlarge,0.34,Low,244.8
E-Commerce,26359,1557,19,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
ERP,185794,8906,943,europe-west,16,32,Azure,F4s_v2,0.169,Medium,121.68
CRM,1946,241,5,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Social Media,1761,109,205,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Portfolio,2767,104,2,asia-south,1,2,Azure,B2s,0.05,Low,36.0
E-Commerce,1219,49,7,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
Streaming,9842,517,4348,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
Social Media,303615,10480,45,us-east,16,32,AWS,c5.2xlarge,0.34,High,244.8
Portfolio,189600,9,6,europe-west,2,4,GCP,e2-medium,0.033,High,23.76
Healthcare,9624,148,26,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
E-Commerce,3063,51,854,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
CRM,23961,1573,268,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
CRM,24068,4549,3,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
ERP,42113,49,293,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
E-Commerce,13212,401,3142,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
E-Commerce,247,247,91,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Streaming,363,15,2,europe-west,1,2,AWS,t3.small,0.0208,Low,14.98
Banking,407248,4340,5,asia-south,16,32,Azure,F4s_v2,0.169,High,121.68
Streaming,68658,6657,597,us-east,16,32,GCP,n2-standard-8,0.388,High,279.36
CRM,333516,31,429,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Banking,2849,30,33,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Portfolio,13145,477,68,asia-south,2,4,Azure,B2s,0.05,Low,36.0
News Portal,2483,131,135,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Streaming,245209,2619,4,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
News Portal,1900,178,976,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Streaming,45557,175,11,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Portfolio,787,244,6,us-east,1,2,Azure,B2s,0.05,Medium,36.0
Portfolio,456,8,13,europe-west,1,2,GCP,e2-small,0.017,High,12.24
News Portal,676,501,3,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Social Media,12592,2942,2778,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
Healthcare,148160,8,705,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
Portfolio,497190,17542,74,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
Blog,26114,25,317,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
Streaming,13007,496,3185,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
Social Media,94365,8,143,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
Portfolio,329,329,166,europe-west,1,2,GCP,e2-small,0.017,Medium,12.24
Healthcare,112542,2979,2,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Portfolio,75502,3857,46,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
ERP,12600,1579,361,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
CRM,239,28,17,asia-south,1,2,GCP,e2-small,0.017,Medium,12.24
Healthcare,973,152,2218,europe-west,2,4,AWS,t3.medium,0.0416,Low,29.95
Portfolio,3608,211,240,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
E-Commerce,315680,9008,139,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
CRM,29551,1604,12,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
Banking,10822,267,86,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
News Portal,9134,37,13,us-east,4,8,Azure,D4s_v3,0.192,High,138.24
CRM,89401,5064,1114,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Banking,2516,29,80,us-east,2,4,GCP,e2-medium,0.033,Low,23.76
Blog,419,48,1959,europe-west,2,4,GCP,e2-medium,0.033,High,23.76
Banking,39956,17,172,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
ERP,2624,1045,359,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
Social Media,2555,1602,12,europe-west,8,16,Azure,F4s_v2,0.169,High,121.68
Banking,7017,105,31,us-east,4,8,GCP,n2-standard-4,0.194,Low,139.68
Portfolio,1336,5,379,asia-south,2,4,Azure,B2s,0.05,High,36.0
Portfolio,270969,20305,1133,europe-west,16,32,GCP,n2-standard-8,0.388,High,279.36
News Portal,151003,35,505,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
Healthcare,466325,38183,3863,us-east,16,32,AWS,c5.2xlarge,0.34,High,244.8
E-Commerce,378886,301,7,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
ERP,2342,568,7,asia-south,4,8,GCP,n2-standard-4,0.194,High,139.68
CRM,3929,420,45,us-east,2,4,GCP,e2-medium,0.033,Low,23.76
News Portal,47170,2947,23,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
Healthcare,226,14,4,us-east,1,2,Azure,B2s,0.05,Low,36.0
Streaming,476656,5239,335,us-east,16,32,Azure,F4s_v2,0.169,Medium,121.68
Blog,218,218,247,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
Blog,12793,1443,8,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Banking,37431,100,230,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Social Media,255414,14624,4439,asia-south,16,32,GCP,n2-standard-8,0.388,High,279.36
Social Media,30886,481,95,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
ERP,21355,17,469,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
Streaming,2097,270,257,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
Portfolio,20368,1060,16,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Healthcare,70546,1674,180,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
News Portal,11297,522,217,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Portfolio,89163,5528,2941,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
CRM,345,48,1497,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
CRM,2758,16,46,asia-south,2,4,AWS,t3.medium,0.0416,High,29.95
ERP,365107,16,2146,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Social Media,2512,2512,14,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
