application_type,expected_users_per_day,concurrent_users,storage_required_gb,deployment_region,required_vcpu,required_ram_gb,cloud_provider_reference,reference_vm_type,price_per_hour,traffic_pattern,monthly_cost
Social Media,327841,5514,1032,us-west,16,32,GCP,n2-standard-8,0.3903,High,281.02
Banking,16056,3827,995,us-east,2,4,Azure,B2s,0.0492,Medium,35.42
News Portal,14735,3349,129,us-west,2,4,GCP,e2-medium,0.0338,Medium,24.34
CRM,36718,880,161,us-east,4,8,Azure,D4s_v3,0.1966,Medium,141.55
Streaming,437502,18587,833,us-west,16,32,Azure,F4s_v2,0.1646,High,118.51
ERP,113216,1364,387,asia-south,8,16,Azure,F4s_v2,0.168,High,120.96
Healthcare,43388,2195,171,asia-south,4,8,AWS,m5.xlarge,0.1945,Medium,140.04
E-Commerce,44898,3172,216,us-west,4,8,AWS,m5.xlarge,0.194,Medium,139.68
Social Media,409965,4187,2484,asia-south,16,32,AWS,c5.2xlarge,0.3411,High,245.59
Social Media,402494,8239,1465,us-west,16,32,AWS,c5.2xlarge,0.3322,High,239.18
Blog,5362,184,47,us-west,2,4,Azure,B2s,0.0495,Medium,35.64
CRM,40670,1524,212,us-west,4,8,GCP,n2-standard-4,0.1954,Medium,140.69
News Portal,111685,3488,113,us-west,8,16,AWS,c5.2xlarge,0.3485,High,250.92
News Portal,14232,532,58,us-west,2,4,Azure,B2s,0.0496,Medium,35.71
Streaming,161001,19982,648,asia-south,8,16,AWS,c5.2xlarge,0.3415,High,245.88
Social Media,474966,18817,2208,asia-south,16,32,AWS,c5.2xlarge,0.338,High,243.36
E-Commerce,46442,1055,204,us-east,4,8,GCP,n2-standard-4,0.1961,Medium,141.19
News Portal,103691,1096,162,asia-south,8,16,GCP,n2-standard-8,0.3786,High,272.59
News Portal,136586,3868,103,us-west,8,16,GCP,n2-standard-8,0.3876,High,279.07
Banking,13646,4604,218,us-west,2,4,AWS,t3.medium,0.0422,Medium,30.38
Healthcare,58252,2384,387,us-east,4,8,GCP,n2-standard-4,0.1914,High,137.81
ERP,14670,1441,420,asia-south,2,4,GCP,e2-medium,0.0334,Medium,24.05
CRM,54771,1434,77,us-west,4,8,Azure,D4s_v3,0.1909,High,137.45
E-Commerce,77026,985,236,us-west,4,8,Azure,D4s_v3,0.1911,High,137.59
Blog,6742,84,25,asia-south,2,4,AWS,t3.medium,0.0406,Medium,29.23
Healthcare,55469,828,289,us-east,4,8,AWS,m5.xlarge,0.1919,High,138.17
ERP,39282,1134,278,asia-south,4,8,AWS,m5.xlarge,0.1907,Medium,137.3
Healthcare,19156,721,325,asia-south,2,4,GCP,e2-medium,0.0322,Medium,23.18
News Portal,136223,3906,151,us-east,8,16,GCP,n2-standard-8,0.383,High,275.76
E-Commerce,81546,3105,305,asia-south,4,8,Azure,D4s_v3,0.1921,High,138.31
News Portal,86023,4200,121,us-west,4,8,GCP,n2-standard-4,0.1992,High,143.42
Portfolio,1237,8,10,us-east,1,2,AWS,t3.small,0.0212,Low,15.26
Social Media,343430,15789,990,asia-south,16,32,GCP,n2-standard-8,0.3858,High,277.78
ERP,67795,866,488,us-west,4,8,AWS,m5.xlarge,0.1867,High,134.42
Banking,34654,3975,137,us-east,4,8,AWS,m5.xlarge,0.1964,Medium,141.41
CRM,27608,983,290,us-west,2,4,Azure,B2s,0.0501,Medium,36.07
Blog,4842,84,33,us-west,2,4,GCP,e2-medium,0.0338,Low,24.34
Healthcare,48642,351,235,asia-south,4,8,Azure,D4s_v3,0.1867,Medium,134.42
Blog,6561,67,32,asia-south,2,4,AWS,t3.medium,0.042,Medium,30.24
CRM,50220,1597,218,us-east,4,8,AWS,m5.xlarge,0.1873,High,134.86
E-Commerce,83590,3592,428,us-west,4,8,GCP,n2-standard-4,0.1963,High,141.34
CRM,53380,726,72,asia-south,4,8,GCP,n2-standard-4,0.1948,High,140.26
News Portal,35016,1995,168,us-west,4,8,GCP,n2-standard-4,0.1977,Medium,142.34
Portfolio,620,43,9,asia-south,1,2,GCP,e2-small,0.0167,Low,12.02
Healthcare,22699,285,408,us-east,2,4,AWS,t3.medium,0.0426,Medium,30.67
Social Media,443611,7302,2319,us-east,16,32,GCP,n2-standard-8,0.3845,High,276.84
News Portal,107806,2864,92,us-west,8,16,AWS,c5.2xlarge,0.3415,High,245.88
E-Commerce,67288,3615,51,us-east,4,8,GCP,n2-standard-4,0.199,High,143.28
Banking,83745,1491,418,us-west,4,8,GCP,n2-standard-4,0.1976,High,142.27
CRM,40423,206,253,asia-south,4,8,GCP,n2-standard-4,0.1936,Medium,139.39
Healthcare,95936,707,197,us-west,4,8,GCP,n2-standard-4,0.199,High,143.28
ERP,84033,1134,266,us-east,4,8,Azure,D4s_v3,0.1956,High,140.83
Streaming,252053,4828,2117,us-east,16,32,AWS,c5.2xlarge,0.3417,High,246.02
Healthcare,99355,824,145,asia-south,4,8,Azure,D4s_v3,0.1927,High,138.74
Social Media,154129,5026,1974,us-east,8,16,Azure,F4s_v2,0.1648,High,118.66
Blog,645,167,47,asia-south,1,2,AWS,t3.small,0.0212,Low,15.26
CRM,22370,1983,297,us-west,2,4,Azure,B2s,0.0488,Medium,35.14
Streaming,455133,6632,4442,asia-south,16,32,GCP,n2-standard-8,0.3895,High,280.44
Portfolio,853,30,9,asia-south,1,2,Azure,B2s,0.0514,Low,37.01
Portfolio,1145,22,9,asia-south,1,2,AWS,t3.small,0.0202,Low,14.54
E-Commerce,96373,308,274,us-west,4,8,Azure,D4s_v3,0.1908,High,137.38
Banking,28827,1739,500,us-west,2,4,Azure,B2s,0.0496,Medium,35.71
ERP,90439,633,454,us-east,4,8,Azure,D4s_v3,0.1935,High,139.32
E-Commerce,91058,1935,300,asia-south,4,8,GCP,n2-standard-4,0.1927,High,138.74
Blog,4567,58,31,us-east,2,4,GCP,e2-medium,0.0331,Low,23.83
E-Commerce,64153,2227,174,asia-south,4,8,AWS,m5.xlarge,0.1973,High,142.06
Healthcare,21433,2038,328,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
Healthcare,62536,1393,322,us-east,4,8,GCP,n2-standard-4,0.1909,High,137.45
News Portal,93013,4350,180,asia-south,4,8,AWS,m5.xlarge,0.1927,High,138.74
Blog,5298,118,39,us-east,2,4,Azure,B2s,0.0498,Medium,35.86
Banking,177815,4250,870,asia-south,8,16,Azure,F4s_v2,0.1641,High,118.15
News Portal,44596,4911,124,us-east,4,8,Azure,D4s_v3,0.1883,Medium,135.58
News Portal,55825,797,101,us-east,4,8,GCP,n2-standard-4,0.1994,High,143.57
Banking,100853,4554,260,asia-south,8,16,GCP,n2-standard-8,0.3911,High,281.59
Healthcare,58591,2266,233,asia-south,4,8,AWS,m5.xlarge,0.1963,High,141.34
News Portal,6199,2906,108,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
Healthcare,62558,2846,356,asia-south,4,8,AWS,m5.xlarge,0.1964,High,141.41
E-Commerce,9161,1767,88,asia-south,2,4,Azure,B2s,0.0514,Medium,37.01
Blog,3881,47,35,us-east,2,4,Azure,B2s,0.0511,Low,36.79
News Portal,8883,2997,112,us-west,2,4,Azure,B2s,0.0486,Medium,34.99
Portfolio,1974,18,9,asia-south,1,2,Azure,B2s,0.0485,Low,34.92
Social Media,136186,7206,1317,us-west,8,16,GCP,n2-standard-8,0.3882,High,279.5
Streaming,467065,5140,4695,us-west,16,32,GCP,n2-standard-8,0.3968,High,285.7
Blog,7021,123,22,us-west,2,4,GCP,e2-medium,0.0326,Medium,23.47
Portfolio,422,20,7,us-west,1,2,GCP,e2-small,0.0168,Low,12.1
Social Media,50577,4907,2945,asia-south,4,8,GCP,n2-standard-4,0.1945,High,140.04
Social Media,297089,12972,1294,asia-south,16,32,AWS,c5.2xlarge,0.3441,High,247.75
Blog,6293,90,47,us-east,2,4,AWS,t3.medium,0.0409,Medium,29.45
ERP,136884,2728,148,us-west,8,16,Azure,F4s_v2,0.1689,High,121.61
Banking,74505,2630,928,us-west,4,8,Azure,D4s_v3,0.1887,High,135.86
Streaming,353983,4767,676,us-west,16,32,AWS,c5.2xlarge,0.3363,High,242.14
Healthcare,60876,250,356,us-east,4,8,GCP,n2-standard-4,0.19,High,136.8
E-Commerce,35891,3313,230,asia-south,4,8,Azure,D4s_v3,0.193,Medium,138.96
CRM,57058,277,293,asia-south,4,8,Azure,D4s_v3,0.1864,High,134.21
Healthcare,90592,915,173,us-east,4,8,GCP,n2-standard-4,0.1982,High,142.7
Banking,154754,1579,248,us-east,8,16,Azure,F4s_v2,0.1705,High,122.76
Streaming,104927,6797,3991,us-east,8,16,Azure,F4s_v2,0.1732,High,124.7
Blog,4509,106,7,us-west,2,4,GCP,e2-medium,0.0338,Low,24.34
Healthcare,21432,466,130,asia-south,2,4,GCP,e2-medium,0.033,Medium,23.76
CRM,9347,358,132,asia-south,2,4,GCP,e2-medium,0.0329,Medium,23.69
Banking,170838,4566,767,asia-south,8,16,GCP,n2-standard-8,0.3879,High,279.29
Healthcare,22818,2719,368,us-east,2,4,AWS,t3.medium,0.0426,Medium,30.67
Portfolio,1255,44,8,asia-south,1,2,GCP,e2-small,0.0174,Low,12.53
Streaming,146435,15849,4849,us-west,8,16,GCP,n2-standard-8,0.3799,High,273.53
Healthcare,54043,403,373,us-east,4,8,GCP,n2-standard-4,0.1905,High,137.16
Healthcare,77396,580,490,us-west,4,8,GCP,n2-standard-4,0.1893,High,136.3
Social Media,444423,6372,965,asia-south,16,32,AWS,c5.2xlarge,0.3411,High,245.59
Portfolio,1006,19,8,asia-south,1,2,GCP,e2-small,0.0166,Low,11.95
Portfolio,1176,48,8,us-west,1,2,AWS,t3.small,0.0214,Low,15.41
CRM,30910,1384,54,asia-south,4,8,Azure,D4s_v3,0.1949,Medium,140.33
News Portal,7624,1470,56,asia-south,2,4,GCP,e2-medium,0.0323,Medium,23.26
Portfolio,798,47,7,us-east,1,2,GCP,e2-small,0.0167,Low,12.02
Healthcare,10185,2175,103,us-east,2,4,Azure,B2s,0.0502,Medium,36.14
E-Commerce,90455,2530,302,us-east,4,8,GCP,n2-standard-4,0.1962,High,141.26
Social Media,452707,11694,2338,asia-south,16,32,GCP,n2-standard-8,0.3815,High,274.68
Social Media,395530,18506,2669,us-east,16,32,Azure,F4s_v2,0.1656,High,119.23
E-Commerce,13272,2092,136,us-east,2,4,AWS,t3.medium,0.0418,Medium,30.1
ERP,149709,980,269,asia-south,8,16,GCP,n2-standard-8,0.3898,High,280.66
E-Commerce,25011,1897,138,us-west,2,4,Azure,B2s,0.0513,Medium,36.94
News Portal,123885,1630,133,us-east,8,16,AWS,c5.2xlarge,0.3378,High,243.22
Portfolio,329,23,10,us-west,1,2,AWS,t3.small,0.0205,Low,14.76
ERP,87526,2504,494,asia-south,4,8,Azure,D4s_v3,0.1873,High,134.86
Streaming,202903,9691,1198,asia-south,8,16,AWS,c5.2xlarge,0.3363,High,242.14
Social Media,230668,11200,1978,asia-south,8,16,AWS,c5.2xlarge,0.3425,High,246.6
CRM,64575,1318,63,us-west,4,8,Azure,D4s_v3,0.1969,High,141.77
Banking,174934,1922,854,us-east,8,16,Azure,F4s_v2,0.1682,High,121.1
Healthcare,33401,1837,310,us-east,4,8,AWS,m5.xlarge,0.1872,Medium,134.78
Social Media,146973,16664,1935,us-west,8,16,Azure,F4s_v2,0.173,High,124.56
Streaming,389908,2559,2794,us-west,16,32,Azure,F4s_v2,0.172,High,123.84
Streaming,335293,9995,4920,asia-south,16,32,Azure,F4s_v2,0.1706,High,122.83
Streaming,70285,2446,4594,us-west,4,8,AWS,m5.xlarge,0.1963,High,141.34
Banking,18217,944,849,us-west,2,4,Azure,B2s,0.049,Medium,35.28
Blog,7771,57,11,us-west,2,4,Azure,B2s,0.0509,Medium,36.65
Blog,4219,112,42,us-east,2,4,Azure,B2s,0.0509,Low,36.65
Social Media,21239,10265,1290,asia-south,2,4,AWS,t3.medium,0.0406,Medium,29.23
ERP,38833,2035,444,us-east,4,8,GCP,n2-standard-4,0.1984,Medium,142.85
News Portal,115237,2367,54,us-east,8,16,Azure,F4s_v2,0.1642,High,118.22
Portfolio,270,24,7,asia-south,1,2,Azure,B2s,0.0506,Low,36.43
Blog,3775,73,25,us-west,2,4,Azure,B2s,0.05,Low,36.0
Portfolio,1839,32,3,us-east,1,2,GCP,e2-small,0.017,Low,12.24
Healthcare,12151,2522,206,us-east,2,4,GCP,e2-medium,0.0332,Medium,23.9
Healthcare,41218,734,489,us-west,4,8,GCP,n2-standard-4,0.1941,Medium,139.75
Healthcare,34716,1146,159,asia-south,4,8,AWS,m5.xlarge,0.1899,Medium,136.73
Blog,5297,33,40,us-east,2,4,AWS,t3.medium,0.0404,Medium,29.09
E-Commerce,29943,1063,53,us-east,2,4,AWS,t3.medium,0.0408,Medium,29.38
Banking,32469,4177,223,asia-south,4,8,GCP,n2-standard-4,0.1909,Medium,137.45
News Portal,82359,2792,169,us-east,4,8,AWS,m5.xlarge,0.1909,High,137.45
CRM,11055,884,245,asia-south,2,4,Azure,B2s,0.0497,Medium,35.78
News Portal,99890,436,191,us-west,4,8,GCP,n2-standard-4,0.1929,High,138.89
News Portal,8044,246,135,asia-south,2,4,GCP,e2-medium,0.0329,Medium,23.69
Banking,71014,3433,261,us-west,4,8,AWS,m5.xlarge,0.1921,High,138.31
Healthcare,34600,1694,406,us-west,4,8,AWS,m5.xlarge,0.1919,Medium,138.17
Blog,8230,130,20,us-west,2,4,Azure,B2s,0.0497,Medium,35.78
E-Commerce,39568,1096,172,us-east,4,8,AWS,m5.xlarge,0.1928,Medium,138.82
Portfolio,407,50,3,us-west,1,2,GCP,e2-small,0.017,Low,12.24
Social Media,430718,13332,2461,us-west,16,32,AWS,c5.2xlarge,0.3461,High,249.19
Portfolio,912,31,6,asia-south,1,2,GCP,e2-small,0.0167,Low,12.02
Healthcare,7844,890,250,us-east,2,4,GCP,e2-medium,0.0324,Medium,23.33
E-Commerce,30332,3200,278,us-west,4,8,Azure,D4s_v3,0.1911,Medium,137.59
Banking,85379,1164,780,us-west,4,8,Azure,D4s_v3,0.1976,High,142.27
News Portal,16493,3208,170,asia-south,2,4,AWS,t3.medium,0.0417,Medium,30.02
Banking,98376,2069,254,asia-south,4,8,AWS,m5.xlarge,0.1946,High,140.11
Banking,188852,4540,810,asia-south,8,16,GCP,n2-standard-8,0.3804,High,273.89
Streaming,135571,14902,1499,asia-south,8,16,AWS,c5.2xlarge,0.332,High,239.04
Social Media,263578,18125,2646,asia-south,16,32,Azure,F4s_v2,0.1684,High,121.25
Blog,7070,161,20,us-east,2,4,AWS,t3.medium,0.0408,Medium,29.38
Banking,37758,3098,986,asia-south,4,8,Azure,D4s_v3,0.1937,Medium,139.46
Blog,2033,37,21,us-east,1,2,GCP,e2-small,0.017,Low,12.24
CRM,20205,521,124,us-west,2,4,AWS,t3.medium,0.0427,Medium,30.74
Social Media,183448,12936,1750,us-east,8,16,GCP,n2-standard-8,0.3905,High,281.16
Healthcare,62619,1088,138,us-east,4,8,GCP,n2-standard-4,0.1896,High,136.51
ERP,126305,804,479,us-east,8,16,GCP,n2-standard-8,0.3931,High,283.03
CRM,17112,1374,278,us-west,2,4,AWS,t3.medium,0.0426,Medium,30.67
Portfolio,1497,31,7,us-east,1,2,AWS,t3.small,0.0204,Low,14.69
Streaming,212668,12403,938,asia-south,8,16,AWS,c5.2xlarge,0.3406,High,245.23
Streaming,299344,2161,2073,us-east,16,32,Azure,F4s_v2,0.1667,High,120.02
Portfolio,1928,12,2,asia-south,1,2,GCP,e2-small,0.0169,Low,12.17
Banking,115727,1231,572,asia-south,8,16,Azure,F4s_v2,0.1653,High,119.02
Healthcare,18666,1044,432,us-west,2,4,AWS,t3.medium,0.0418,Medium,30.1
Portfolio,332,11,3,us-west,1,2,GCP,e2-small,0.0172,Low,12.38
ERP,149528,1407,146,asia-south,8,16,AWS,c5.2xlarge,0.3421,High,246.31
Social Media,351069,3878,2363,asia-south,16,32,AWS,c5.2xlarge,0.3478,High,250.42
Portfolio,600,25,8,us-east,1,2,Azure,B2s,0.0498,Low,35.86
Healthcare,51878,1928,232,asia-south,4,8,AWS,m5.xlarge,0.1876,High,135.07
Portfolio,230,41,2,us-east,1,2,GCP,e2-small,0.0169,Low,12.17
Streaming,202446,6255,3767,us-east,8,16,GCP,n2-standard-8,0.3911,High,281.59
Portfolio,1553,33,9,us-west,1,2,AWS,t3.small,0.0213,Low,15.34
E-Commerce,43129,815,112,us-east,4,8,GCP,n2-standard-4,0.1925,Medium,138.6
CRM,31971,755,245,us-east,4,8,Azure,D4s_v3,0.1888,Medium,135.94
E-Commerce,44709,771,478,asia-south,4,8,Azure,D4s_v3,0.1888,Medium,135.94
CRM,67000,849,274,us-east,4,8,AWS,m5.xlarge,0.1936,High,139.39
Healthcare,62212,791,240,asia-south,4,8,GCP,n2-standard-4,0.1959,High,141.05
Social Media,96470,5159,1437,us-west,4,8,AWS,m5.xlarge,0.1863,High,134.14
Portfolio,1419,32,5,us-west,1,2,AWS,t3.small,0.0207,Low,14.9
Blog,1798,128,37,us-west,1,2,Azure,B2s,0.0514,Low,37.01
Healthcare,12184,1118,365,us-west,2,4,GCP,e2-medium,0.0322,Medium,23.18
News Portal,96149,1001,136,asia-south,4,8,Azure,D4s_v3,0.1939,High,139.61
E-Commerce,36203,2486,402,us-east,4,8,GCP,n2-standard-4,0.1984,Medium,142.85
Healthcare,46759,801,133,asia-south,4,8,Azure,D4s_v3,0.1887,Medium,135.86
Banking,85136,3979,363,us-east,4,8,GCP,n2-standard-4,0.1966,High,141.55
ERP,71242,903,321,us-east,4,8,AWS,m5.xlarge,0.197,High,141.84
CRM,46218,219,160,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Streaming,388466,11436,1347,us-west,16,32,AWS,c5.2xlarge,0.3377,High,243.14
ERP,134729,926,214,us-west,8,16,Azure,F4s_v2,0.1696,High,122.11
CRM,60743,1721,276,us-west,4,8,Azure,D4s_v3,0.1866,High,134.35
ERP,37573,548,354,us-east,4,8,AWS,m5.xlarge,0.1906,Medium,137.23
News Portal,16930,4161,187,asia-south,2,4,Azure,B2s,0.0506,Medium,36.43
News Portal,89208,3909,146,asia-south,4,8,Azure,D4s_v3,0.188,High,135.36
Blog,9632,154,19,us-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
CRM,18956,1624,222,asia-south,2,4,Azure,B2s,0.0513,Medium,36.94
CRM,42156,1200,128,us-east,4,8,GCP,n2-standard-4,0.1909,Medium,137.45
Banking,73031,2450,373,us-west,4,8,AWS,m5.xlarge,0.194,High,139.68
ERP,107286,2993,340,us-west,8,16,GCP,n2-standard-8,0.3853,High,277.42
Healthcare,84034,2157,117,us-east,4,8,AWS,m5.xlarge,0.1937,High,139.46
Healthcare,70793,1675,179,us-west,4,8,AWS,m5.xlarge,0.1968,High,141.7
Streaming,488662,9910,1126,asia-south,16,32,GCP,n2-standard-8,0.3918,High,282.1
Banking,93825,899,360,us-east,4,8,Azure,D4s_v3,0.1878,High,135.22
News Portal,61168,4081,54,us-east,4,8,GCP,n2-standard-4,0.1989,High,143.21
Blog,8992,103,44,us-west,2,4,GCP,e2-medium,0.0329,Medium,23.69
Social Media,320049,15669,1600,us-east,16,32,GCP,n2-standard-8,0.3798,High,273.46
Portfolio,1610,44,6,us-east,1,2,GCP,e2-small,0.0172,Low,12.38
News Portal,10569,2883,140,asia-south,2,4,GCP,e2-medium,0.0327,Medium,23.54
News Portal,96776,4157,196,us-east,4,8,AWS,m5.xlarge,0.1904,High,137.09
Social Media,55347,18387,1593,us-east,4,8,GCP,n2-standard-4,0.1992,High,143.42
E-Commerce,56192,3462,308,us-west,4,8,AWS,m5.xlarge,0.1932,High,139.1
Healthcare,31933,2683,410,asia-south,4,8,Azure,D4s_v3,0.196,Medium,141.12
E-Commerce,42751,830,268,asia-south,4,8,AWS,m5.xlarge,0.1899,Medium,136.73
Blog,1980,172,27,us-east,1,2,AWS,t3.small,0.0206,Low,14.83
CRM,9618,1863,226,us-west,2,4,GCP,e2-medium,0.0324,Medium,23.33
Healthcare,28265,2198,362,us-east,2,4,AWS,t3.medium,0.0409,Medium,29.45
News Portal,11797,4382,186,us-east,2,4,AWS,t3.medium,0.0427,Medium,30.74
Portfolio,906,37,4,asia-south,1,2,AWS,t3.small,0.0202,Low,14.54
Blog,2959,190,12,us-east,1,2,Azure,B2s,0.0502,Low,36.14
News Portal,92093,1343,191,us-east,4,8,AWS,m5.xlarge,0.1969,High,141.77
E-Commerce,32481,2177,91,asia-south,4,8,AWS,m5.xlarge,0.1874,Medium,134.93
Streaming,254563,17926,4582,us-east,16,32,AWS,c5.2xlarge,0.3307,High,238.1
Streaming,51210,9018,4752,asia-south,4,8,Azure,D4s_v3,0.1955,High,140.76
Streaming,446712,16054,1509,us-east,16,32,AWS,c5.2xlarge,0.3452,High,248.54
E-Commerce,95317,3972,408,us-east,4,8,Azure,D4s_v3,0.197,High,141.84
CRM,17049,588,121,asia-south,2,4,Azure,B2s,0.0515,Medium,37.08
E-Commerce,70117,4251,146,us-west,4,8,GCP,n2-standard-4,0.1992,High,143.42
ERP,92719,2514,219,us-west,4,8,GCP,n2-standard-4,0.1992,High,143.42
Banking,76684,1973,903,us-east,4,8,AWS,m5.xlarge,0.1875,High,135.0
CRM,24799,224,205,asia-south,2,4,AWS,t3.medium,0.0417,Medium,30.02
E-Commerce,9546,3798,354,us-west,2,4,AWS,t3.medium,0.0412,Medium,29.66
Banking,78394,1416,478,asia-south,4,8,GCP,n2-standard-4,0.1883,High,135.58
Social Media,258731,3146,1677,us-east,16,32,AWS,c5.2xlarge,0.3326,High,239.47
Streaming,76431,12790,1613,us-east,4,8,Azure,D4s_v3,0.1943,High,139.9
Streaming,168607,2071,3483,us-west,8,16,AWS,c5.2xlarge,0.3356,High,241.63
Social Media,277790,17199,2989,asia-south,16,32,GCP,n2-standard-8,0.3878,High,279.22
News Portal,63651,3438,125,us-west,4,8,AWS,m5.xlarge,0.1947,High,140.18
E-Commerce,69036,1927,285,us-east,4,8,GCP,n2-standard-4,0.1965,High,141.48
Streaming,287938,6881,2322,asia-south,16,32,Azure,F4s_v2,0.1733,High,124.78
Blog,7418,194,9,asia-south,2,4,Azure,B2s,0.0506,Medium,36.43
News Portal,43951,896,111,us-east,4,8,AWS,m5.xlarge,0.1965,Medium,141.48
Blog,2170,188,45,us-west,1,2,GCP,e2-small,0.017,Low,12.24
ERP,64388,707,154,asia-south,4,8,Azure,D4s_v3,0.1949,High,140.33
Banking,96028,2037,481,asia-south,4,8,GCP,n2-standard-4,0.1976,High,142.27
Portfolio,464,21,7,asia-south,1,2,AWS,t3.small,0.0203,Low,14.62
CRM,73848,1904,248,us-east,4,8,AWS,m5.xlarge,0.1956,High,140.83
CRM,18577,549,104,asia-south,2,4,GCP,e2-medium,0.0334,Medium,24.05
E-Commerce,28771,2068,488,asia-south,2,4,GCP,e2-medium,0.0339,Medium,24.41
Portfolio,1242,35,4,asia-south,1,2,Azure,B2s,0.0489,Low,35.21
Streaming,419031,17548,985,asia-south,16,32,Azure,F4s_v2,0.1715,High,123.48
News Portal,84798,1897,199,us-east,4,8,AWS,m5.xlarge,0.1888,High,135.94
Blog,4572,142,5,us-west,2,4,GCP,e2-medium,0.0326,Low,23.47
Streaming,344574,16405,4753,us-west,16,32,AWS,c5.2xlarge,0.3458,High,248.98
Banking,171997,1888,226,us-west,8,16,GCP,n2-standard-8,0.3847,High,276.98
Blog,7450,161,16,us-west,2,4,Azure,B2s,0.0513,Medium,36.94
Healthcare,90131,421,364,us-east,4,8,AWS,m5.xlarge,0.1863,High,134.14
News Portal,59824,3856,67,us-east,4,8,AWS,m5.xlarge,0.1885,High,135.72
Blog,4299,39,33,us-east,2,4,GCP,e2-medium,0.0334,Low,24.05
Social Media,178123,9845,2951,us-west,8,16,Azure,F4s_v2,0.17,High,122.4
Social Media,432477,9072,2713,asia-south,16,32,AWS,c5.2xlarge,0.3477,High,250.34
ERP,126460,1639,432,us-west,8,16,AWS,c5.2xlarge,0.332,High,239.04
ERP,42322,892,214,asia-south,4,8,GCP,n2-standard-4,0.1977,Medium,142.34
ERP,126755,750,443,us-west,8,16,GCP,n2-standard-8,0.3829,High,275.69
News Portal,74883,3441,93,asia-south,4,8,Azure,D4s_v3,0.1866,High,134.35
Streaming,214185,12111,755,us-west,8,16,Azure,F4s_v2,0.1726,High,124.27
Banking,13999,627,428,asia-south,2,4,GCP,e2-medium,0.0332,Medium,23.9
ERP,103343,1818,432,us-west,8,16,AWS,c5.2xlarge,0.3322,High,239.18
Social Media,291992,5265,1337,us-west,16,32,GCP,n2-standard-8,0.3902,High,280.94
CRM,77321,1681,75,us-east,4,8,GCP,n2-standard-4,0.1922,High,138.38
Blog,8875,27,47,asia-south,2,4,Azure,B2s,0.0497,Medium,35.78
E-Commerce,79009,2103,314,us-east,4,8,GCP,n2-standard-4,0.1905,High,137.16
Portfolio,1750,13,9,asia-south,1,2,AWS,t3.small,0.0203,Low,14.62
Banking,136155,1859,448,asia-south,8,16,GCP,n2-standard-8,0.3931,High,283.03
Banking,102826,2295,575,us-east,8,16,Azure,F4s_v2,0.1697,High,122.18
Streaming,273435,11659,1321,us-east,16,32,AWS,c5.2xlarge,0.3435,High,247.32
ERP,66718,636,328,asia-south,4,8,Azure,D4s_v3,0.1897,High,136.58
Portfolio,880,31,7,us-east,1,2,AWS,t3.small,0.0202,Low,14.54
Banking,25952,3789,318,us-east,2,4,Azure,B2s,0.0508,Medium,36.58
ERP,33753,909,393,us-east,4,8,AWS,m5.xlarge,0.1906,Medium,137.23
Blog,7557,198,10,us-east,2,4,GCP,e2-medium,0.0332,Medium,23.9
News Portal,92133,2960,106,us-west,4,8,Azure,D4s_v3,0.1928,High,138.82
News Portal,69199,4214,102,us-west,4,8,AWS,m5.xlarge,0.188,High,135.36
Blog,3618,85,48,us-west,2,4,Azure,B2s,0.0495,Low,35.64
ERP,137838,2518,418,us-east,8,16,GCP,n2-standard-8,0.3952,High,284.54
Banking,12207,2260,597,asia-south,2,4,GCP,e2-medium,0.0323,Medium,23.26
ERP,17204,2196,149,asia-south,2,4,GCP,e2-medium,0.0324,Medium,23.33
Social Media,324459,5493,708,asia-south,16,32,Azure,F4s_v2,0.1681,High,121.03
Portfolio,687,28,9,asia-south,1,2,Azure,B2s,0.05,Low,36.0
Portfolio,1076,14,2,us-west,1,2,Azure,B2s,0.0512,Low,36.86
E-Commerce,40428,3876,404,asia-south,4,8,Azure,D4s_v3,0.1881,Medium,135.43
E-Commerce,44132,3735,336,us-east,4,8,Azure,D4s_v3,0.1945,Medium,140.04
Banking,73919,1707,468,asia-south,4,8,GCP,n2-standard-4,0.1996,High,143.71
Streaming,81782,15913,3190,asia-south,4,8,GCP,n2-standard-4,0.197,High,141.84
E-Commerce,80436,397,221,asia-south,4,8,AWS,m5.xlarge,0.1888,High,135.94
ERP,110817,2306,419,asia-south,8,16,Azure,F4s_v2,0.1709,High,123.05
Blog,2619,26,33,us-west,1,2,Azure,B2s,0.0497,Low,35.78
Portfolio,1372,27,8,us-west,1,2,Azure,B2s,0.0509,Low,36.65
News Portal,10949,2118,130,us-east,2,4,GCP,e2-medium,0.0321,Medium,23.11
Streaming,55858,19600,1308,asia-south,4,8,Azure,D4s_v3,0.1927,High,138.74
News Portal,113635,4620,117,asia-south,8,16,AWS,c5.2xlarge,0.33,High,237.6
Streaming,278293,12703,4159,us-east,16,32,Azure,F4s_v2,0.1706,High,122.83
Social Media,428834,3603,2331,us-west,16,32,AWS,c5.2xlarge,0.3391,High,244.15
CRM,29307,268,298,us-west,2,4,Azure,B2s,0.0497,Medium,35.78
CRM,12278,1502,142,us-east,2,4,GCP,e2-medium,0.0331,Medium,23.83
